valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.0875,2020,0.795,['Billie Eilish'],0.444,208155,0.309,0,2ygvZOXrIeVL4xZmAWJT2C,0.132,8,0.352,-10.956,1,my future,85,2020-07-30,0.062,104.745
0.526,1934,0.8440000000000001,"['Richard Himber and his Orchestra', 'Joey Nash']",0.449,179467,0.271,0,0qiALfhbs9vZEv8tBwVRB3,0.0299,5,0.288,-10.911,1,May I?,0,1934-07-01,0.0307,123.825
0.969,1938,0.991,['Francisco Canaro'],0.609,163440,0.603,0,5kZwJOQHGLgmEQUgvCIKB2,0.648,6,0.318,-6.537999999999999,0,Reliquias Porteñas - Instrumental (Remasterizado),0,1938-01-24,0.0525,105.399
0.7829999999999999,1999,0.138,['Fefita La Grande'],0.457,438480,0.828,0,1kcb0KVXfQBESU9p7d47nP,1.42e-05,7,0.145,-2.607,1,La Chiflera,39,1999,0.316,175.345
0.617,2011,0.00191,['The Black Keys'],0.757,205187,0.6609999999999999,0,5LCuFER5mMzL0fGNpClksf,5.770000000000001e-05,2,0.141,-5.908,1,Sister,53,2011-12-06,0.0291,111.64
0.068,1981,0.972,"['Franz Joseph Haydn', 'Yo-Yo Ma', 'José-Luis Garcia', 'English Chamber Orchestra']",0.0859,493800,0.0653,0,3cc1BpGtocKOEnROApTv8M,0.889,5,0.0876,-24.541,1,"Cello Concerto No. 1 in C Major, Hob. VIIb:1: II. Adagio",52,1981,0.0572,61.538
0.861,2000,0.197,['Junior & Jorge'],0.953,289587,0.563,0,66xErjM5Uym1xvQLhPi6Qs,2.72e-05,2,0.0448,-7.84,1,Olvidala,43,2000,0.0418,129.857
0.386,1968,0.147,['The Monkees'],0.469,135733,0.546,0,2fOpMlFiv4rAKUt2KmF97a,0.00257,8,0.281,-7.74,0,Valleri,24,1968-04-22,0.0525,75.801
0.521,1965,0.411,['The Who'],0.598,156328,0.731,0,10dFDqltx3vJbGXyjWyxIk,0.0656,9,0.0934,-9.826,0,I Don't Mind - Stereo Version,31,1965-12-03,0.0292,97.132
0.339,1997,0.129,['Erykah Badu'],0.643,386627,0.413,0,6sIMSl1n3KDPr03Fw8mujd,0.00105,8,0.0949,-11.929,0,Next Lifetime,59,1997-01-01,0.0565,130.026
0.101,1961,0.74,['Bert Kaempfert'],0.142,183387,0.246,0,03VROJGLQrXWhSIMk027vM,0.893,10,0.201,-7.782,1,Tammy,20,1961-01-01,0.0321,92.597
0.444,1956,0.419,['Miles Davis Quartet'],0.508,283882,0.285,0,6ZZTeKUYnl493X7myMxfeS,0.0,0,0.122,-12.139,0,Weirdo,17,1956-01-01,0.0332,124.372
0.371,2013,0.893,"['John Mayer', 'Frank Ocean']",0.505,85840,0.119,0,4wOYt5nULk1Cu8pwJWk26m,0.0,7,0.198,-17.252,1,Wildfire (feat. Frank Ocean),56,2013-08-20,0.0425,85.95299999999996
0.659,1996,0.618,['Charley Pride'],0.527,134787,0.439,0,7lSgl6fOpD1aeeXS1mhKcd,0.0,6,0.345,-11.593,1,Just Between You and Me,44,1996-10-14,0.0323,110.195
0.767,1981,0.205,['Los Baron De Apodaca'],0.758,192973,0.532,0,7GRVOuPTnFWLKywKbTRJv9,2.12e-05,2,0.0861,-6.68,1,Te Vengo A Buscar,25,1981-01-01,0.0307,101.243
0.0744,1958,0.96,"['Ludwig van Beethoven', 'Glenn Gould', 'Vladimir Golschmann', 'Columbia Symphony Orchestra']",0.295,736573,0.0348,0,3Vf4WCY4P07KCJKVxYFR7s,0.8170000000000001,8,0.12,-25.382,1,"Piano Concerto No. 1 C Major, Op. 15: II. Largo",24,1958,0.0392,126.331
0.732,2008,0.578,['Keyshia Cole'],0.6809999999999999,230920,0.6659999999999999,0,5T0LcVM6SwLX95hLedcseh,0.0,2,0.26,-4.984,0,You Complete Me,41,2008-01-01,0.0491,111.401
0.972,1996,0.8490000000000001,['Grupo Laberinto'],0.56,162505,0.388,0,00Arfy7zhXmtnAUb5vlWGP,0.0,8,0.121,-7.774,1,Arbol De La Horca,49,1996-03-18,0.11,204.484
0.26,2015,0.0619,['Beyoncé'],0.23,226400,0.6940000000000001,0,2f4IuijXLxYOeBncS60GUD,0.00191,7,0.112,-6.827999999999999,0,Crazy In Love - Remix,69,2015-09-04,0.109,172.75099999999995
0.705,1937,0.968,"[""Juan D'Arienzo""]",0.8109999999999999,147069,0.258,0,6MYfaHqxyIIngDLHAd1ADY,0.065,4,0.0265,-12.444,0,Pensalo bien (con Alberto Echague),6,1937-04-12,0.118,130.166
0.433,2014,0.00866,['SZA'],0.6659999999999999,219643,0.688,0,3oUSdLtRYOSvXcLMrHctv7,9e-06,0,0.0964,-7.0710000000000015,1,Julia,52,2014-04-08,0.031,111.02
0.17,1968,0.924,['Julie London'],0.369,164067,0.152,0,6BDZ7gY8WT9BaVQAljmuWM,0.0266,10,0.108,-13.743,1,Show Me The Way To Go Home,47,1968-01-01,0.0341,86.62799999999999
0.603,2018,0.151,"['SeouddrumS', 'Taigenz']",0.47,232201,0.867,0,5dyCst1ZW9trEifyQZA5nM,0.0,11,0.0576,-5.256,0,La famille,0,2018-12-22,0.362,183.89
0.911,1983,0.0507,['U2'],0.562,220920,0.873,0,0ydzLmLxbhYCqkX1NHnM4b,7.43e-06,4,0.6579999999999999,-7.731,1,The Refugee - Remastered 2008,35,1983-02-28,0.054,151.134
0.972,1983,0.013,['Midnight Star'],0.933,268640,0.7879999999999999,0,3JLcx6VISiIx3Y30XPQ4K9,0.000138,0,0.0727,-7.53,1,No Parking (On the Dance Floor) - Radio Mix,31,1983-01-01,0.0565,125.149
0.705,1951,0.889,['Ahmad Jamal'],0.693,159720,0.27,0,4yQaFO4scexwhrYBFDahwE,0.895,7,0.098,-16.112000000000002,0,Autumn Leaves,18,1951,0.0489,143.991
0.731,1949,0.564,"['Hector Berlioz', 'Pierre Monteux']",0.425,243213,0.4920000000000001,0,39DmMVZWzoV1yn3IBQV1aG,0.821,9,0.145,-14.771,1,Rákóczy March,0,1949,0.0686,108.231
0.958,1998,0.785,['Juan Luis Guerra 4.40'],0.721,184707,0.5579999999999999,0,2xqN3WXHLxydtRNddo0j2q,0.0,10,0.117,-7.68,1,La Hormiguita,53,1998-01-01,0.0285,120.211
0.0729,1931,0.984,['kizuna'],0.413,247862,0.264,0,4oNB9saIqbhO8YAqyYpakI,0.955,3,0.108,-13.229,1,Nocturne Op.9-2,0,1931,0.0382,106.577
0.103,1944,0.995,"['George Gershwin', 'Oscar Levant']",0.383,193800,0.0142,0,7lDehpNemTceyuRhQQznrq,0.915,1,0.0958,-29.103,1,"3 Preludes: No. 2, Andante con moto e poco rubato",1,1944,0.0565,86.113
0.948,1935,0.0894,['Jeff Stetson'],0.636,171467,0.6709999999999999,0,5iRZpAadgRtilZMbjS5jx6,0.769,9,0.185,-9.34,0,Worn to The Bone,0,1935,0.0331,137.752
0.797,1956,0.967,['Bud Powell'],0.337,179973,0.371,0,4NpLLaFrhYLNUa46olr4uu,0.926,0,0.237,-16.942999999999998,1,Hallelujah,8,1956-01-01,0.0349,164.99200000000005
0.214,1942,0.991,['Natalino Otto'],0.443,159687,0.0142,0,0cCozE18etEhAot7bXmqAI,0.0383,6,0.13,-18.495,1,Tristezze,0,1942-11-23,0.0433,72.405
0.955,1963,0.909,['Mose Allison'],0.627,157227,0.403,0,7xNzzXvTBzRG68G19N7iA5,0.237,1,0.118,-14.538,1,The Seventh Son,43,1963,0.0338,150.358
0.795,1998,0.47,['New Radicals'],0.636,346067,0.93,0,5rb29MoYiBwXzXCtJ94oa1,0.00012,9,0.203,-5.617999999999999,1,Mother We Just Can't Get Enough,49,1998-01-01,0.0449,106.212
0.398,1978,0.249,['Atlanta Rhythm Section'],0.647,273800,0.43,0,596Zv0r4NdEZbhStyaNnim,0.172,7,0.0893,-12.145,1,The Ballad Of Lois Malone,21,1978-01,0.0282,115.398
0.579,1994,0.031,"['OutKast', 'Goodie Mob']",0.75,366400,0.794,1,3HbreCF19wV7JsqoFRM4SH,0.0,9,0.0829,-6.521,1,Call of da Wild (feat. Goodie Mob),39,1994-04-26,0.351,177.78599999999997
0.324,2010,0.513,"['Bunbury', 'Tulsa']",0.419,233960,0.473,0,73KNzyiG6xM6xguaLe4ICj,3.52e-06,7,0.133,-8.192,0,Frente a frente (feat. Tulsa),65,2010,0.0288,138.013
0.569,1995,0.0538,['Alanis Morissette'],0.645,226267,0.674,0,3i4NqznVYpSzS05D74avnj,0.0,6,0.0733,-8.197000000000001,0,Not the Doctor - 2015 Remaster,48,1995,0.077,89.301
0.862,1940,0.994,"['Perdikopoylos', 'Dimitris', 'Giorgos Anestopoylos-klarino']",0.5670000000000001,185027,0.54,0,34kbJc2DV1j2K98v4EGYz8,0.209,4,0.144,-8.96,0,Mia emorfi Tatayliani,0,1940-01-01,0.0379,88.79799999999999
0.8320000000000001,2000,0.0133,['Gotan Project'],0.785,273693,0.721,0,4sZ8a9YiRqlUt9gLuy0dO8,0.679,10,0.111,-6.579,0,Last tango in Paris,50,2000-10-31,0.0348,96.443
0.841,1980,0.3670000000000001,['Teddy Pendergrass'],0.7809999999999999,299120,0.5429999999999999,0,3IVaPHncIZWWNjfg29HVLq,0.00045,8,0.0541,-10.544,0,Love T.K.O.,55,1980-07-25,0.0925,145.872
0.214,2005,0.00136,['Staind'],0.4920000000000001,253933,0.6459999999999999,0,6S7mmHgyWOG6pIYuL4YrfQ,2.21e-05,10,0.121,-5.334,0,Right Here,60,2005-08-08,0.0303,112.228
0.75,1985,0.159,['Sandra'],0.7190000000000001,193227,0.68,0,32juyU9KsoyEeGm6JqKTl6,1.38e-06,2,0.129,-15.206,0,Little Girl,42,1985-01-01,0.0294,120.033
0.294,2016,0.0325,['Young Thug'],0.769,176387,0.632,1,4cg1yakyRSIOjxKM2I7J1q,0.0,10,0.116,-4.228,0,Digits,66,2016-03-25,0.0537,131.93200000000002
0.612,1993,0.608,['Ricardo Arjona'],0.747,268027,0.5920000000000001,0,1c0CHzHWMYtkwqXqJRmDNX,0.0,7,0.264,-9.003,1,Te Encontraré,44,1993-02-08,0.0354,92.955
0.672,1981,0.209,['Billy Squier'],0.347,281453,0.8029999999999999,0,28eg5bkYvIHT7HPmzZFwLN,4.36e-06,9,0.116,-4.923,1,Lonely Is The Night - Remastered,64,1981,0.0416,85.36200000000002
0.7190000000000001,1968,0.23,['Jackie Wilson'],0.509,160787,0.733,0,6M2XfMl8p22wdPMGmXMVbJ,0.0,11,0.201,-6.9570000000000025,0,Eleanor Rigby,22,1968,0.0888,174.418
0.7,2014,0.126,['Tim McGraw'],0.468,235387,0.904,0,3LbvNFkqDTrE1liGMmZBDL,3.89e-06,7,0.165,-4.574,1,Shotgun Rider,58,2014-01-01,0.0494,167.998
0.8240000000000001,1929,0.994,"['Francisco Canaro', 'Charlo']",0.537,211440,0.325,0,1jU8WBmW5hNtSd9QUNlhoK,0.0389,4,0.15,-7.444,1,Ultimo Adios,0,1929,0.0774,118.65
0.856,1958,0.6779999999999999,['The Champs'],0.6970000000000001,132973,0.424,0,05lJPd4iOHAV2U1bIM1RZm,0.335,0,0.15,-20.068,0,Train To Nowhere,17,1958-01-01,0.032,142.041
0.597,1975,0.186,['Rainbow'],0.474,209027,0.565,0,0QEdv9cpKtvugCbULR0ngd,0.00718,11,0.131,-8.949,0,Sixteenth Century Greensleeves,40,1975-01-01,0.0327,86.93299999999998
0.75,2010,0.434,['Canserbero'],0.72,296072,0.8270000000000001,0,24HYU0MQmeUQ6YLjl1o2NV,0.0,11,0.263,-5.118,1,Y la Felicidad Qué,60,2010,0.384,91.488
0.109,1983,0.985,['Brian Eno'],0.384,275187,0.1,0,64Rc8eAYEcIVK486usaKtb,0.951,1,0.107,-22.24,0,Weightless - Remastered 2005,40,1983-07-01,0.0314,68.938
0.493,1968,0.237,['The Monkees'],0.62,207693,0.483,0,6QVlJ3LNgRcwqLAPXPJWEt,0.0147,2,0.3,-10.678,1,Daddy's Song,19,1968,0.0657,121.864
0.961,1950,0.77,['La Sonora Santanera'],0.66,178867,0.487,0,2RxY7nzk3Enn39Ahf2vjbW,2.43e-06,7,0.648,-10.17,0,Pena Negra,26,1950,0.0331,132.799
0.7609999999999999,1978,0.0211,['Gino Vannelli'],0.472,283933,0.86,0,6NOLWal1kjft48npjwIrix,0.087,10,0.154,-11.568,1,Appaloosa,30,1978-01-01,0.0357,101.262
0.28,1961,0.912,['Ahmad Jamal Trio'],0.5,207067,0.308,0,0fNp64VdvFNMbYXvH34Bbi,0.7859999999999999,2,0.747,-17.444000000000006,1,It Might As Well Be Spring - Live,18,1961-09-08,0.0412,82.605
0.345,1977,0.643,['Rod Stewart'],0.5529999999999999,270960,0.328,0,2pkPeaj86ZEVHhgAEncfp0,0.0,9,0.109,-10.797,1,You're in My Heart (The Final Acclaim),52,1977,0.0341,103.472
0.579,2006,0.655,['Roy Orbison'],0.478,226893,0.624,0,6U7QjXYOaLJ741cIWPBTyN,0.00197,5,0.114,-11.16,1,I Drove All Night,60,2006-03-28,0.0393,138.708
0.397,1926,0.968,"['Frédéric Chopin', 'Alfred Cortot']",0.237,33240,0.32,0,5NdoLnGf3AAM8cO11dwCA3,0.905,10,0.218,-19.456,1,"24 préludes, Op. 28: No. 14 in E-Flat Minor (Allegro)",0,1926,0.0394,73.422
0.688,1965,0.435,['B.B. King'],0.468,189333,0.406,0,1nh1ZXABK0ySMFfsdIZczq,2.28e-06,6,0.8109999999999999,-10.903,1,It's My Own Fault,34,1965,0.0542,103.358
0.503,1928,0.7140000000000001,['H.P. Lovecraft'],0.67,131100,0.233,0,1ZQYe4LLAhEORTdmNFLx2t,0.0,9,0.111,-13.0,0,Capítulo 3.4 - la Casa Maldita,0,1928,0.946,95.102
0.124,1956,0.965,['Sarah Vaughan'],0.304,223227,0.138,0,3gObR4iF2m4P58opdumORl,1.87e-05,7,0.214,-15.473,1,I'm In The Mood For Love,11,1956-01-01,0.0313,59.076
0.208,1994,0.102,['Kyuss'],0.307,288933,0.481,0,6cYuMMqqD2xusTVNNo6ume,0.906,5,0.579,-13.651,1,Asteroid,44,1994-06-07,0.0423,144.306
0.4920000000000001,1954,0.95,"['Giuseppe Verdi', 'Mario del Monaco', 'Hilde Gueden', 'Dario Caselli', 'Piero de Palma', 'Luisa Ribacchi', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']",0.535,101667,0.336,0,0C7WLlCXF2kSYeBM61r7XG,0.00011,1,0.072,-14.215,1,"Rigoletto / Act 1: ""Che m'ami, deh, ripetimi"" - ""Addio... speranza ed anima""",0,1954-01-01,0.0776,75.76100000000002
0.812,1979,0.104,['The Cars'],0.672,169040,0.7140000000000001,0,4GLQAX7QLWKDCvnZW4GcKr,5e-06,11,0.37,-8.121,1,You Can't Hold on Too Long,29,1979,0.0351,117.723
0.622,1970,0.0424,['Creedence Clearwater Revival'],0.598,147493,0.797,0,3Bh6uInhcVBVvLraGZdkKD,0.000407,7,0.0717,-6.7929999999999975,1,Who'll Stop The Rain,67,1970-07-25,0.0332,123.566
0.747,1952,0.506,['Charlie Parker Quartet'],0.581,178867,0.552,0,29erJjtgdbh1KbG7MuPJCj,5.07e-05,7,0.0897,-9.529,0,Confirmation - Take 3 / Master,36,1952-12-12,0.046,103.772
0.861,1989,0.121,['Bonnie Raitt'],0.752,244560,0.4270000000000001,0,6zmpnM7y0boAL61orTZ8gt,1.92e-05,0,0.0399,-12.646,1,Love Letter,33,1989,0.0471,96.508
0.19,2003,0.00386,['Death Cab for Cutie'],0.311,246373,0.742,0,6Glv3rhKQ5Lo8wBzSC4IGA,0.00147,0,0.124,-7.8439999999999985,0,The New Year,39,2003-10-07,0.0419,123.572
0.419,1956,0.885,['Harry Belafonte'],0.797,183133,0.105,0,4fHDlIntTsRGSyTg5UYZYC,0.000116,1,0.108,-16.881,1,Banana Boat (Day-O),64,1956,0.0969,122.545
0.835,1947,0.995,['The Soft Winds'],0.483,201840,0.053,0,3tnZZ1qifa9sl99HHFeagH,0.943,9,0.102,-29.684,0,Undecided,0,1947,0.0425,101.911
0.265,2019,0.5870000000000001,['Ashe'],0.5720000000000001,201084,0.406,1,2nC3QhMI9reBIOWutbU3Tj,4.48e-06,10,0.102,-8.624,1,Moral of the Story,81,2019-02-14,0.0427,119.812
0.4370000000000001,2015,0.195,"['DJ Khaled', 'Chris Brown', 'August Alsina', 'Future', 'Jeremih']",0.525,293120,0.6809999999999999,1,2Ima72UXnfvR539afL3SAF,0.0,6,0.141,-4.158,0,"Hold You Down (feat. Chris Brown, August Alsina, Future & Jeremih)",60,2015-10-23,0.0683,151.875
0.877,1948,0.943,['Pannalal Bhattacharya'],0.7020000000000001,171413,0.276,0,1g2Rw2Oye4v87eA8lUmE9V,0.302,10,0.122,-12.845,1,Ami Chai Tumi Balo,0,1948-12-01,0.0476,79.506
0.951,1997,0.19,['Maná'],0.618,310387,0.769,0,1H3zbNUiALTXvLVmS77UzT,0.00901,0,0.0601,-7.016,1,Cómo Te Extraño Corazón,48,1997-10-10,0.035,166.07
0.626,1942,0.99,"['Robert Schumann', 'Carl Tausig', 'Sergei Rachmaninoff']",0.326,110707,0.226,0,6x1hFzzbnLGKe4ZsOWTXk3,0.921,7,0.186,-16.532,0,"Spanisches Liederspiel, Op. 74: Der Kontrabandiste",0,1942,0.0454,159.872
0.552,1994,0.13,['Eraserheads'],0.415,248840,0.7170000000000001,0,1lan3CApvveTezmBBGzsGu,3.07e-06,11,0.263,-11.569,1,Magasin,57,1994-11-01,0.108,110.365
0.926,1953,0.841,['Original Broadway Cast Of Can-Can'],0.652,91627,0.499,0,2PQniWMHgyJGsXSnsbBDRz,0.000881,7,0.249,-8.936,1,Montmart',1,1953-01-01,0.0478,141.809
0.371,1994,0.000217,['Megadeth'],0.5479999999999999,251733,0.794,0,7FriPHzt3ALYFQhJdca1UL,0.00197,3,0.0955,-5.004,0,Family Tree - Remastered 2004,41,1994-10-28,0.036,123.887
0.8190000000000001,1965,0.153,['The Kinks'],0.6659999999999999,158533,0.873,0,3sOd0B3QxodEWgLhw9Up2m,0.043,1,0.0807,-8.112,0,You Can't Win,18,1965-11-26,0.056,118.46
0.6659999999999999,1962,0.289,['Hugo Blanco'],0.555,183327,0.872,0,05kJupJUHgsFoeyS6In4qk,0.278,5,0.117,-2.752,0,Moliendo Café,14,1962-05-10,0.0427,95.666
0.289,1947,0.99,['Gouri Kedar Bhattacharya'],0.438,204453,0.12,0,4iuxeCW5yH3PWUDjywN12f,0.405,2,0.118,-16.156,1,Niyo Na Go Aparadh,0,1947-12-01,0.0472,75.402
0.0386,1938,0.962,"['Anton Bruckner', 'Berliner Philharmoniker', 'Carl Schuricht']",0.166,1221707,0.187,0,5sJ43QnvMPXAGrA27RhAqm,0.889,11,0.334,-15.975,1,"Symphony No.7 In E Major, WAB 107 - Ed. Haas: 1. Allegro moderato",0,1938-01-01,0.0391,84.314
0.312,1926,0.5379999999999999,"['Georgette Heyer', 'Irina Salkow']",0.7240000000000001,135772,0.172,0,2nH8M5zxxHDS1nJT4axlnQ,0.0,6,0.148,-21.749,1,Kapitel 347 - Der Page und die Herzogin,1,1926,0.92,118.991
0.779,1953,0.851,['Jimmy Knepper Quintet'],0.462,323573,0.5670000000000001,0,1FHcEb68yQrdBMCXUQP2Ry,1.34e-05,10,0.148,-10.776,1,Latter Day Saint - Alternate Take 1,2,1953,0.0627,140.211
0.227,1974,0.645,['Jackson Browne'],0.487,314833,0.359,0,2Oo2OrQV8bDYRUas5VqsCx,2.4e-05,7,0.131,-9.055,1,The Late Show - 2014 Remaster,35,1974,0.0339,71.699
0.413,1972,0.914,['Elvis Presley'],0.198,213187,0.294,0,6I0BNA8vvGSXztFCwVfdjn,0.00162,7,0.123,-14.140999999999998,1,Amazing Grace,45,1972-04-03,0.0323,182.878
0.878,1990,0.0434,['Londonbeat'],0.63,317933,0.595,0,02KLiEs31kxh1krQJezlTL,0.0363,11,0.0902,-14.986,0,I've Been Thinking About You,38,1990-01-01,0.038,113.561
0.29,1970,0.6970000000000001,['Badfinger'],0.488,207680,0.263,0,1vZ8CImKpkli1Q4mLEpyX8,1.7800000000000002e-05,7,0.0981,-12.683,0,Walk Out In The Rain - Remastered 2010,23,1970-01-09,0.0272,84.727
0.962,1997,0.5589999999999999,['Teodoro Reyes'],0.853,193293,0.344,0,6VG22s0gnTLHXsE3b0tTcY,1.91e-05,4,0.107,-9.091,0,Tu Eres Mi Hembra,43,1997,0.0717,138.203
0.644,1966,0.7070000000000001,['Fleetwood Mac'],0.477,250453,0.855,0,6xvEkid6GSrXQcK5oRcoWO,0.843,4,0.621,-5.499,1,Madison Blues,18,1966-07-01,0.0545,127.677
0.6829999999999999,2005,0.277,['50 Cent'],0.604,237613,0.737,1,7t67S1XHT4jU0GCkruG34R,0.0,7,0.305,-6.174,1,Hustler's Ambition,51,2005-01-01,0.292,88.243
0.581,1942,0.996,"['Johann Sebastian Bach', 'Oscar Levant']",0.351,115587,0.0646,0,1wRU0i0wjDffvrMfFpErAK,0.878,10,0.173,-30.445,1,"Partita No. 1 in B-Flat Major, BWV 825: V. Menuet I & II",0,1942,0.0547,96.253
0.35,1951,0.949,"['Gioachino Rossini', 'Mario Rossi', 'Orchestra Sinfonica e Coro di Torino della RAI']",0.688,177679,0.274,0,2w5xa6crFGaGj5qMZNvFoB,2.43e-06,3,0.0725,-15.08,1,Siete voi?,0,1951,0.113,115.74
0.7090000000000001,1956,0.7859999999999999,['Art Blakey & The Jazz Messengers'],0.494,333360,0.503,0,3gjbF2xeUF6PW3kdz6Gwlt,0.00197,7,0.14,-12.702,0,Carol's Interlude,13,1956,0.0393,116.167
0.89,2010,0.0166,['Turnpike Troubadours'],0.5710000000000001,197920,0.802,0,0FuaxhI17w2hPRdN4sDSaG,0.0,9,0.14,-5.636,1,Kansas City Southern,41,2010-08-31,0.0258,102.474
0.426,1973,0.0139,['The Stooges'],0.313,206040,0.843,0,4vhTm7eeqJAW4Iq3grUutI,0.0109,1,0.0709,-10.613,0,Search and Destroy - Bowie Mix,28,1973,0.0579,75.824
0.424,1966,0.52,['Charles Aznavour'],0.313,144933,0.5660000000000001,0,0Xl4n9VkCxRZ93wncI9JZD,0.0,10,0.345,-5.1160000000000005,1,De t'avoir aimée - Remastered 2014,27,1966,0.0336,72.194
0.823,1981,5.739999999999999e-05,['April Wine'],0.384,125867,0.8140000000000001,0,6Q5xDA2wc7WUp0nBoY7S33,0.00459,7,0.147,-13.652,1,Wanna Rock,26,1981,0.0407,167.114
0.962,2007,0.596,['Banda El Recodo'],0.74,166093,0.728,0,1tcHkEZH1FoYEFmEpDIJp1,0.388,5,0.161,-4.968999999999999,1,El Ahualulco,51,2007-01-01,0.0352,152.83700000000005
0.394,1937,0.938,['Robert Johnson'],0.588,157867,0.146,0,5xjG7nV5ncQAHkuifsz4v3,1.66e-05,9,0.111,-12.154000000000002,1,Hell Hound On My Trail,31,1937,0.0354,96.094
0.434,1984,0.912,['The Style Council'],0.61,162373,0.229,0,2cBBSDwWiu8J3GEk9aTaPT,0.0,4,0.104,-12.305,0,The Whole Point Of No Return,37,1984-01-01,0.0332,140.928
0.0605,1995,0.402,['For Real'],0.628,359973,0.318,0,0pgg20cuCKTxZtLnnzrqYH,0.000111,11,0.088,-11.344,1,Love Will Be Waiting At Home - from Waiting to Exhale - Original Soundtrack,35,1995-11-14,0.0277,96.009
0.245,1967,0.147,['Vanilla Fudge'],0.215,445693,0.638,0,4mTBTy1SAnJKoHxnbAcMeT,0.0132,4,0.6579999999999999,-11.679,0,a) STRA (Illusions Of My Childhood-Part One) b)You Keep Me Hanging On c) WBER (Illusions Of My Childhood-Part Two),39,1967,0.0653,176.916
0.152,2013,0.7759999999999999,['Kwabs'],0.234,208874,0.368,0,5SdUxJHcetdzDAMdSPMthi,0.00449,6,0.107,-8.283,0,Last Stand,53,2013-12-16,0.0339,173.46400000000003
0.718,2006,0.00622,['Third Eye Blind'],0.632,268640,0.894,0,52y59AQ0HkwcxSnYrfnv5Q,0.0,7,0.328,-5.211,1,Semi-Charmed Life - 2006 Remaster,44,2006-07-18,0.0317,102.039
0.565,1965,0.8640000000000001,['Merle Haggard'],0.563,151493,0.397,0,5MZKx18bV9Nh4zbhgKVl6W,0.000295,6,0.12,-8.477,1,I'd Trade All Of My Tomorrows - Remastered,16,1965,0.0271,93.406
